ENTDATESERVICETYPE,ENTDATEDAYOFWEEK,ENTSTATION,EXTSTATION,ENTPERIOD,ENTQUARTHOUR,AVG_TRIPS,congestion_level,old_cost,new_cost
Saturday,Sat,Union Station,Branch Ave,Midday,10:30 AM to 10:45 AM,1,1.0,4.15,3.7350000000000003
Weekday,Wed,Southern Avenue,Waterfront,AM Peak,9:00 AM to 9:15 AM,2,1.0,2.5,2.25
Saturday,Sat,Friendship Heights,Georgia Ave-Petworth,PM Peak,3:15 PM to 3:30 PM,1,1.0,3.35,3.015
Weekday,Mon,Medical Center,Friendship Heights,Midday,12:00 PM to 12:15 PM,2,1.0,2.25,2.025
Saturday,Sat,Franconia-Springfield,Archives-Navy Memorial-Penn Quarter,AM Peak,7:45 AM to 8:00 AM,2,1.0,5.5,4.95
Weekday,Wed,Federal Triangle,Dunn Loring-Merrifield,Evening,10:15 PM to 10:30 PM,3,1.0,4.85,4.364999999999999
Weekday,Mon,Bethesda,Dupont Circle,Evening,8:15 PM to 8:30 PM,6,1.0,3.2,2.88
Weekday,Mon,Minnesota Ave,Dupont Circle,AM Peak,8:30 AM to 8:45 AM,1,1.0,3.3,2.9699999999999998
Weekday,Mon,Archives-Navy Memorial-Penn Quarter,Eisenhower Avenue,Evening,8:00 PM to 8:15 PM,2,1.0,3.8,3.42
Weekday,Mon,Glenmont,Smithsonian,AM Peak,9:00 AM to 9:15 AM,3,1.0,5.3,4.77
Weekday,Mon,Van Ness-UDC,Rhode Island Ave-Brentwood,Midday,1:00 PM to 1:15 PM,2,1.0,3.05,2.7449999999999997
Weekday,Wed,NoMa-Gallaudet U,Metro Center,PM Peak,4:00 PM to 4:15 PM,16,2.0,2.25,1.8
Weekday,Tue,King St-Old Town,Twinbrook,PM Peak,5:00 PM to 5:15 PM,3,1.0,6.0,5.4
Weekday,Tue,Minnesota Ave,Court House,AM Peak,7:00 AM to 7:15 AM,1,1.0,4.0,3.6
Weekday,Fri,Glenmont,Branch Ave,AM Peak,8:30 AM to 8:45 AM,1,1.0,6.0,5.4
Sunday,Sun,Greenbelt,Archives-Navy Memorial-Penn Quarter,AM Peak,6:30 AM to 6:45 AM,20,0.0,4.8,4.8
Sunday,Sun,Fort Totten,Farragut North,Midday,12:00 PM to 12:15 PM,3,1.0,2.9,2.61
Weekday,Wed,McPherson Square,Greenbelt,Evening,10:15 PM to 10:30 PM,1,1.0,4.85,4.364999999999999
Weekday,Wed,Farragut West,White Flint,Midday,2:30 PM to 2:45 PM,1,1.0,4.95,4.455
Saturday Holiday,Mon,Shaw-Howard U,Wheaton,Midday,12:15 PM to 12:30 PM,1,1.0,4.25,3.825
Saturday Holiday,Mon,Farragut North,Judiciary Square,Evening,7:00 PM to 7:15 PM,1,1.0,2.25,2.025
Saturday Holiday,Mon,Wiehle-Reston East,Metro Center,PM Peak,3:00 PM to 3:15 PM,3,1.0,6.0,5.4
Weekday,Tue,White Flint,Rockville,PM Peak,3:45 PM to 4:00 PM,8,1.0,2.3,2.07
Weekday,Tue,Branch Ave,Federal Triangle,AM Peak,8:45 AM to 9:00 AM,8,1.0,4.1,3.6899999999999995
Weekday,Tue,Medical Center,Twinbrook,Evening,8:00 PM to 8:15 PM,9,1.0,2.8,2.52
Weekday,Tue,Smithsonian,Smithsonian,PM Peak,6:15 PM to 6:30 PM,1,1.0,,
Weekday,Wed,Judiciary Square,Gallery Pl-Chinatown,Midday,10:30 AM to 10:45 AM,1,1.0,2.25,2.025
Weekday,Wed,Foggy Bottom-GWU,Foggy Bottom-GWU,Midday,12:00 PM to 12:15 PM,2,1.0,,
Weekday,Tue,Union Station,L'Enfant Plaza,AM Peak,5:00 AM to 5:15 AM,2,1.0,2.25,2.025
Weekday,Tue,White Flint,Bethesda,Midday,1:00 PM to 1:15 PM,2,1.0,2.8,2.52
Weekday,Wed,Judiciary Square,Union Station,Midday,1:15 PM to 1:30 PM,8,1.0,2.25,2.025
Weekday,Wed,L'Enfant Plaza,Union Station,PM Peak,4:30 PM to 4:45 PM,69,3.0,2.25,1.5750000000000002
Weekday,Thu,Congress Heights,Crystal City,PM Peak,3:30 PM to 3:45 PM,1,1.0,3.05,2.7449999999999997
Weekday,Wed,L'Enfant Plaza,Largo Town Center,AM Peak,7:15 AM to 7:30 AM,1,1.0,4.4,3.9600000000000004
Saturday Holiday,Mon,Grosvenor-Strathmore,Shady Grove,AM Peak,7:15 AM to 7:30 AM,1,1.0,3.55,3.195
Weekday,Tue,Glenmont,Vienna/Fairfax-GMU,PM Peak,5:00 PM to 5:15 PM,2,1.0,6.0,5.4
Weekday,Tue,Southern Avenue,Landover,PM Peak,5:30 PM to 5:45 PM,1,1.0,4.6,4.14
Weekday,Wed,Silver Spring,Capitol Heights,Evening,7:45 PM to 8:00 PM,1,1.0,5.2,4.68
Weekday,Wed,Grosvenor-Strathmore,Bethesda,PM Peak,5:00 PM to 5:15 PM,3,1.0,2.35,2.115
Weekday,Tue,Dupont Circle,Union Station,Evening,10:30 PM to 10:45 PM,5,1.0,2.25,2.025
Weekday,Tue,Anacostia,Fort Totten,Evening,8:00 PM to 8:15 PM,2,1.0,3.6,3.24
Weekday,Tue,Benning Road,White Flint,Midday,12:00 PM to 12:15 PM,1,1.0,6.0,5.4
Weekday,Tue,NoMa-Gallaudet U,Friendship Heights,PM Peak,6:15 PM to 6:30 PM,3,1.0,3.45,3.105
Weekday,Tue,Eisenhower Avenue,Shady Grove,Evening,9:00 PM to 9:15 PM,1,1.0,6.0,5.4
Saturday,Sat,Tysons Corner,New Carrollton,PM Peak,4:30 PM to 4:45 PM,2,1.0,6.0,5.4
Weekday,Wed,Virginia Square-GMU,Clarendon,PM Peak,6:15 PM to 6:30 PM,2,1.0,2.25,2.025
Weekday,Wed,Largo Town Center,Eastern Market,PM Peak,5:45 PM to 6:00 PM,2,1.0,4.0,3.6
Weekday,Wed,Shady Grove,Metro Center,AM Peak,4:45 AM to 5:00 AM,18,2.0,6.0,4.8
Weekday,Tue,Brookland-CUA,Potomac Ave,Midday,1:30 PM to 1:45 PM,1,1.0,2.95,2.6550000000000002
Weekday,Wed,College Park-U of Md,Largo Town Center,Midday,2:45 PM to 3:00 PM,1,1.0,5.65,5.085
Weekday,Tue,Greenbelt,NoMa-Gallaudet U,AM Peak,9:15 AM to 9:30 AM,3,1.0,4.35,3.9149999999999996
Weekday,Tue,Southern Avenue,Union Station,AM Peak,5:00 AM to 5:15 AM,5,1.0,3.1,2.79
Weekday,Wed,Tysons Corner,Foggy Bottom-GWU,AM Peak,7:45 AM to 8:00 AM,3,1.0,4.55,4.095
Weekday,Wed,Dupont Circle,College Park-U of Md,Midday,10:30 AM to 10:45 AM,3,1.0,4.3,3.8699999999999997
Weekday,Wed,Capitol Heights,Rhode Island Ave-Brentwood,Midday,2:45 PM to 3:00 PM,3,1.0,3.75,3.375
Weekday,Mon,Virginia Square-GMU,Metro Center,AM Peak,6:15 AM to 6:30 AM,2,1.0,2.75,2.475
Weekday,Mon,Bethesda,Medical Center,Midday,11:00 AM to 11:15 AM,2,1.0,2.25,2.025
Weekday,Wed,West Hyattsville,Court House,AM Peak,5:30 AM to 5:45 AM,1,1.0,4.2,3.7800000000000002
Saturday,Sat,Tysons Corner,King St-Old Town,Midday,12:15 PM to 12:30 PM,2,1.0,5.8,5.22
Sunday,Sun,Mt Vernon Sq 7th St-Convention Center,U Street/African-Amer Civil War Memorial/Cardozo,Midday,11:45 AM to 12:00 PM,2,1.0,2.25,2.025
Saturday,Sat,Rosslyn,New Carrollton,Evening,11:00 PM to 11:15 PM,2,1.0,5.15,4.635000000000001
Sunday,Sun,Bethesda,Smithsonian,AM Peak,9:00 AM to 9:15 AM,5,1.0,3.75,3.375
Weekday,Tue,Pentagon,Smithsonian,AM Peak,5:15 AM to 5:30 AM,3,1.0,2.25,2.025
Weekday,Tue,Gallery Pl-Chinatown,U Street/African-Amer Civil War Memorial/Cardozo,PM Peak,3:15 PM to 3:30 PM,3,1.0,2.25,2.025
Weekday,Tue,Union Station,Friendship Heights,Midday,11:45 AM to 12:00 PM,3,1.0,3.35,3.015
Weekday,Tue,Eastern Market,Foggy Bottom-GWU,Midday,10:45 AM to 11:00 AM,4,1.0,2.45,2.205
Weekday,Thu,Rhode Island Ave-Brentwood,Archives-Navy Memorial-Penn Quarter,PM Peak,3:30 PM to 3:45 PM,1,1.0,2.25,2.025
Weekday,Tue,Georgia Ave-Petworth,Potomac Ave,Evening,9:00 PM to 9:15 PM,1,1.0,3.0,2.7
Weekday,Wed,Metro Center,Dunn Loring-Merrifield,Midday,1:30 PM to 1:45 PM,1,1.0,4.8,4.32
Weekday,Tue,Foggy Bottom-GWU,Federal Center SW,AM Peak,7:45 AM to 8:00 AM,3,1.0,2.25,2.025
Weekday,Tue,Foggy Bottom-GWU,Georgia Ave-Petworth,Midday,2:30 PM to 2:45 PM,2,1.0,2.55,2.295
Weekday,Thu,Silver Spring,Woodley Park-Zoo/Adams Morgan,AM Peak,7:15 AM to 7:30 AM,3,1.0,3.8,3.42
Weekday,Thu,Capitol Heights,Foggy Bottom-GWU,AM Peak,6:30 AM to 6:45 AM,6,1.0,3.9,3.51
Weekday,Tue,Mt Vernon Sq 7th St-Convention Center,Anacostia,PM Peak,6:00 PM to 6:15 PM,2,1.0,2.45,2.205
Weekday,Thu,Vienna/Fairfax-GMU,East Falls Church,PM Peak,6:30 PM to 6:45 PM,2,1.0,3.4,3.06
Weekday,Thu,Anacostia,Mt Vernon Sq 7th St-Convention Center,AM Peak,7:15 AM to 7:30 AM,10,2.0,2.45,1.9600000000000002
Weekday,Thu,Farragut North,Farragut North,PM Peak,5:30 PM to 5:45 PM,4,1.0,,
Saturday,Sat,Foggy Bottom-GWU,Capitol South,Midday,9:30 AM to 9:45 AM,7,1.0,2.25,2.025
Weekday,Thu,West Hyattsville,Crystal City,AM Peak,9:15 AM to 9:30 AM,1,1.0,4.3,3.8699999999999997
Weekday,Tue,Bethesda,King St-Old Town,Midday,2:45 PM to 3:00 PM,1,1.0,5.65,5.085
Weekday,Thu,Dupont Circle,Wheaton,Evening,7:00 PM to 7:15 PM,7,1.0,4.65,4.1850000000000005
Sunday,Sun,Takoma,Silver Spring,Midday,11:00 AM to 11:15 AM,3,1.0,2.25,2.025
Weekday,Fri,Union Station,L'Enfant Plaza,PM Peak,5:30 PM to 5:45 PM,2,1.0,2.25,2.025
Weekday,Thu,Rosslyn,New Carrollton,PM Peak,5:30 PM to 5:45 PM,9,1.0,5.15,4.635000000000001
Weekday,Tue,Van Ness-UDC,Shady Grove,PM Peak,3:00 PM to 3:15 PM,2,1.0,5.45,4.905
Weekday,Tue,Takoma,Fort Totten,Evening,7:30 PM to 7:45 PM,2,1.0,2.25,2.025
Weekday,Fri,Ballston-MU,Wiehle-Reston East,AM Peak,8:45 AM to 9:00 AM,5,1.0,5.55,4.995
Saturday,Sat,U Street/African-Amer Civil War Memorial/Cardozo,Huntington,Late Night Peak,12:15 AM to 12:30 AM,2,1.0,4.45,4.005
Weekday,Fri,Farragut West,L'Enfant Plaza,AM Peak,9:15 AM to 9:30 AM,7,1.0,2.25,2.025
Saturday,Sat,Clarendon,Judiciary Square,Midday,10:30 AM to 10:45 AM,1,1.0,2.8,2.52
Weekday,Fri,Farragut West,Ballston-MU,PM Peak,4:45 PM to 5:00 PM,39,3.0,2.7,1.8900000000000001
Weekday,Fri,Bethesda,Shady Grove,Evening,11:15 PM to 11:30 PM,3,1.0,4.45,4.005
Saturday,Sat,Gallery Pl-Chinatown,Silver Spring,Evening,7:15 PM to 7:30 PM,12,2.0,3.65,2.92
Weekday,Fri,Ronald Reagan Washington National Airport,U Street/African-Amer Civil War Memorial/Cardozo,PM Peak,5:45 PM to 6:00 PM,3,1.0,3.1,2.79
Saturday,Sat,Shady Grove,Mt Vernon Sq 7th St-Convention Center,Midday,10:30 AM to 10:45 AM,7,1.0,6.0,5.4
Weekday,Thu,Rosslyn,Branch Ave,PM Peak,6:30 PM to 6:45 PM,2,1.0,4.8,4.32
Weekday,Fri,Ronald Reagan Washington National Airport,Wiehle-Reston East,Evening,7:45 PM to 8:00 PM,1,1.0,6.0,5.4
Weekday,Thu,Wheaton,Brookland-CUA,PM Peak,3:15 PM to 3:30 PM,2,1.0,3.75,3.375
Weekday,Tue,Eastern Market,Pentagon City,Evening,8:00 PM to 8:15 PM,1,1.0,2.6,2.34
Weekday,Tue,Takoma,Pentagon City,AM Peak,9:00 AM to 9:15 AM,2,1.0,4.2,3.7800000000000002
Weekday,Tue,Woodley Park-Zoo/Adams Morgan,Ballston-MU,Midday,11:15 AM to 11:30 AM,1,1.0,3.25,2.925
Weekday,Fri,Union Station,U Street/African-Amer Civil War Memorial/Cardozo,AM Peak,8:30 AM to 8:45 AM,3,1.0,2.25,2.025
Weekday,Fri,Shady Grove,Suitland,PM Peak,5:15 PM to 5:30 PM,2,1.0,6.0,5.4
Weekday,Fri,Crystal City,Gallery Pl-Chinatown,Midday,10:45 AM to 11:00 AM,3,1.0,2.55,2.295
Saturday,Sat,Arlington Cemetery,Capitol South,Midday,12:45 PM to 1:00 PM,9,1.0,2.5,2.25
Saturday,Sat,Fort Totten,Brookland-CUA,PM Peak,3:45 PM to 4:00 PM,2,1.0,2.25,2.025
Saturday,Sat,Tysons Corner,Suitland,PM Peak,4:15 PM to 4:30 PM,1,1.0,6.0,5.4
Weekday,Thu,Union Station,Anacostia,PM Peak,5:00 PM to 5:15 PM,10,2.0,2.4,1.92
Saturday,Sat,Suitland,Foggy Bottom-GWU,Midday,2:30 PM to 2:45 PM,1,1.0,4.05,3.6449999999999996
Weekday,Tue,McPherson Square,Bethesda,Evening,10:45 PM to 11:00 PM,1,1.0,3.55,3.195
Weekday,Tue,Suitland,Naylor Road,PM Peak,4:15 PM to 4:30 PM,1,1.0,2.25,2.025
Weekday,Tue,Capitol South,Rosslyn,AM Peak,9:15 AM to 9:30 AM,2,1.0,2.65,2.385
Weekday,Tue,Largo Town Center,Addison Road-Seat Pleasant,Midday,2:30 PM to 2:45 PM,2,1.0,2.25,2.025
Weekday,Thu,Farragut North,Southern Avenue,PM Peak,4:00 PM to 4:15 PM,6,1.0,3.3,2.9699999999999998
Weekday,Thu,Braddock Road,Fort Totten,Evening,8:30 PM to 8:45 PM,1,1.0,4.8,4.32
Saturday,Sat,Foggy Bottom-GWU,Tysons Corner,Evening,8:45 PM to 9:00 PM,2,1.0,4.55,4.095
Weekday,Wed,New Carrollton,Georgia Ave-Petworth,AM Peak,6:45 AM to 7:00 AM,1,1.0,4.75,4.275
Weekday,Mon,Farragut West,McPherson Square,Midday,1:00 PM to 1:15 PM,3,1.0,2.25,2.025
Weekday,Mon,Glenmont,Metro Center,PM Peak,3:15 PM to 3:30 PM,2,1.0,5.1,4.59
Weekday,Thu,Twinbrook,Addison Road-Seat Pleasant,PM Peak,6:15 PM to 6:30 PM,1,1.0,6.0,5.4
Weekday,Fri,Rosslyn,Pentagon City,Evening,8:15 PM to 8:30 PM,4,1.0,2.25,2.025
Weekday,Fri,Pentagon City,Federal Center SW,Midday,11:15 AM to 11:30 AM,1,1.0,2.25,2.025
Weekday,Tue,Gallery Pl-Chinatown,McPherson Square,PM Peak,5:45 PM to 6:00 PM,1,1.0,2.25,2.025
Weekday,Mon,L'Enfant Plaza,Minnesota Ave,Midday,9:45 AM to 10:00 AM,1,1.0,2.75,2.475
Weekday,Thu,Shaw-Howard U,Anacostia,AM Peak,7:00 AM to 7:15 AM,3,1.0,2.6,2.34
Weekday,Thu,Largo Town Center,U Street/African-Amer Civil War Memorial/Cardozo,Midday,12:30 PM to 12:45 PM,1,1.0,4.8,4.32
Sunday,Sun,Union Station,Addison Road-Seat Pleasant,PM Peak,3:15 PM to 3:30 PM,1,1.0,3.8,3.42
Weekday,Mon,Rockville,Addison Road-Seat Pleasant,PM Peak,4:45 PM to 5:00 PM,1,1.0,6.0,5.4
Weekday,Mon,Columbia Heights,Rosslyn,AM Peak,9:15 AM to 9:30 AM,5,1.0,2.65,2.385
Weekday,Mon,Bethesda,Shady Grove,Evening,7:45 PM to 8:00 PM,6,1.0,4.45,4.005
Weekday,Thu,Vienna/Fairfax-GMU,Ballston-MU,PM Peak,4:45 PM to 5:00 PM,8,1.0,4.1,3.6899999999999995
Weekday,Thu,Pentagon City,Tysons Corner,Midday,10:00 AM to 10:15 AM,1,1.0,4.8,4.32
Weekday,Thu,Glenmont,Federal Triangle,Midday,11:45 AM to 12:00 PM,1,1.0,5.15,4.635000000000001
Weekday,Wed,Union Station,Suitland,PM Peak,3:30 PM to 3:45 PM,4,1.0,3.65,3.285
Weekday,Thu,West Hyattsville,Farragut North,AM Peak,7:30 AM to 7:45 AM,13,2.0,3.4,2.7199999999999998
Sunday,Sun,Minnesota Ave,Minnesota Ave,Evening,8:00 PM to 8:15 PM,2,1.0,,
Weekday,Wed,Archives-Navy Memorial-Penn Quarter,Anacostia,Midday,12:15 PM to 12:30 PM,4,1.0,2.25,2.025
Weekday,Wed,Anacostia,Shaw-Howard U,PM Peak,6:15 PM to 6:30 PM,2,1.0,2.6,2.34
Weekday,Wed,Archives-Navy Memorial-Penn Quarter,Rosslyn,Midday,1:15 PM to 1:30 PM,2,1.0,2.25,2.025
Weekday,Thu,Crystal City,McPherson Square,AM Peak,7:15 AM to 7:30 AM,13,2.0,2.65,2.12
Weekday,Thu,Pentagon City,Potomac Ave,AM Peak,6:45 AM to 7:00 AM,1,1.0,2.75,2.475
Weekday,Thu,Metro Center,Cleveland Park,Midday,2:45 PM to 3:00 PM,3,1.0,2.3,2.07
Weekday,Thu,Medical Center,Tenleytown-AU,Evening,7:45 PM to 8:00 PM,2,1.0,2.45,2.205
Weekday,Thu,Twinbrook,Cleveland Park,Midday,1:45 PM to 2:00 PM,1,1.0,4.3,3.8699999999999997
Weekday,Wed,Rosslyn,New Carrollton,PM Peak,4:45 PM to 5:00 PM,14,2.0,5.15,4.12
Weekday,Wed,Silver Spring,Glenmont,Evening,9:30 PM to 9:45 PM,5,1.0,2.9,2.61
Weekday,Wed,Georgia Ave-Petworth,Farragut West,AM Peak,9:00 AM to 9:15 AM,3,1.0,2.45,2.205
Weekday,Thu,Grosvenor-Strathmore,Metro Center,AM Peak,6:15 AM to 6:30 AM,10,2.0,4.5,3.6
Weekday,Fri,L'Enfant Plaza,Branch Ave,Midday,12:00 PM to 12:15 PM,2,1.0,3.9,3.51
Weekday,Thu,Bethesda,Van Ness-UDC,PM Peak,4:00 PM to 4:15 PM,5,1.0,2.4,2.16
Weekday,Thu,Vienna/Fairfax-GMU,Waterfront,PM Peak,3:30 PM to 3:45 PM,1,1.0,5.9,5.3100000000000005
Saturday Holiday,Mon,Navy Yard-Ballpark,Union Station,AM Peak,8:00 AM to 8:15 AM,2,1.0,2.25,2.025
Saturday Holiday,Mon,Judiciary Square,Tenleytown-AU,Midday,10:30 AM to 10:45 AM,2,1.0,3.0,2.7
Saturday,Sat,East Falls Church,Rockville,Midday,11:30 AM to 11:45 AM,1,1.0,6.0,5.4
Weekday,Thu,Suitland,Anacostia,Midday,10:15 AM to 10:30 AM,3,1.0,2.7,2.43
Weekday,Thu,Suitland,Federal Center SW,AM Peak,6:30 AM to 6:45 AM,2,1.0,3.4,3.06
Weekday,Thu,Brookland-CUA,Fort Totten,Evening,8:45 PM to 9:00 PM,2,1.0,2.25,2.025
Weekday,Thu,Waterfront,Gallery Pl-Chinatown,AM Peak,7:00 AM to 7:15 AM,4,1.0,2.25,2.025
Weekday,Thu,L'Enfant Plaza,Woodley Park-Zoo/Adams Morgan,PM Peak,4:00 PM to 4:15 PM,4,1.0,2.4,2.16
Weekday,Thu,Virginia Square-GMU,McPherson Square,PM Peak,4:45 PM to 5:00 PM,2,1.0,2.6,2.34
Saturday Holiday,Mon,Braddock Road,Bethesda,AM Peak,7:15 AM to 7:30 AM,2,1.0,5.5,4.95
Weekday,Wed,Union Station,Greenbelt,Evening,8:15 PM to 8:30 PM,2,1.0,4.55,4.095
Weekday,Wed,Union Station,Takoma,AM Peak,8:30 AM to 8:45 AM,3,1.0,3.1,2.79
Weekday,Wed,Foggy Bottom-GWU,Judiciary Square,PM Peak,6:00 PM to 6:15 PM,2,1.0,2.25,2.025
Weekday,Fri,Southern Avenue,Bethesda,Midday,12:00 PM to 12:15 PM,1,1.0,5.15,4.635000000000001
Sunday,Sun,Deanwood,Mt Vernon Sq 7th St-Convention Center,Evening,9:45 PM to 10:00 PM,1,1.0,3.2,2.88
Saturday Holiday,Mon,Wiehle-Reston East,Rosslyn,PM Peak,3:15 PM to 3:30 PM,2,1.0,6.0,5.4
Weekday,Tue,Farragut West,McLean,Midday,11:15 AM to 11:30 AM,1,1.0,4.5,4.05
Weekday,Tue,Capitol South,West Falls Church-VT/UVA,Midday,12:30 PM to 12:45 PM,1,1.0,4.65,4.1850000000000005
Weekday,Tue,Capitol South,Brookland-CUA,Midday,12:15 PM to 12:30 PM,1,1.0,2.7,2.43
Weekday,Thu,College Park-U of Md,King St-Old Town,Midday,12:15 PM to 12:30 PM,1,1.0,6.0,5.4
Weekday,Thu,Court House,Brookland-CUA,PM Peak,6:00 PM to 6:15 PM,1,1.0,3.45,3.105
Weekday,Thu,Prince George's Plaza,College Park-U of Md,PM Peak,3:00 PM to 3:15 PM,1,1.0,2.25,2.025
Weekday,Thu,Union Station,Addison Road-Seat Pleasant,PM Peak,4:45 PM to 5:00 PM,4,1.0,3.8,3.42
Sunday,Sun,Crystal City,Van Ness-UDC,Midday,11:45 AM to 12:00 PM,2,1.0,3.6,3.24
Weekday,Fri,Takoma,Shaw-Howard U,PM Peak,6:15 PM to 6:30 PM,1,1.0,2.9,2.61
Weekday,Thu,Crystal City,U Street/African-Amer Civil War Memorial/Cardozo,Evening,7:00 PM to 7:15 PM,5,1.0,2.95,2.6550000000000002
Weekday,Tue,Georgia Ave-Petworth,College Park-U of Md,AM Peak,9:15 AM to 9:30 AM,5,1.0,3.3,2.9699999999999998
Weekday,Fri,Tysons Corner,Glenmont,PM Peak,5:45 PM to 6:00 PM,1,1.0,6.0,5.4
Sunday,Sun,Addison Road-Seat Pleasant,Addison Road-Seat Pleasant,Midday,10:00 AM to 10:15 AM,1,1.0,,
Weekday,Tue,Dupont Circle,Smithsonian,AM Peak,6:30 AM to 6:45 AM,1,1.0,2.25,2.025
Weekday,Tue,Ronald Reagan Washington National Airport,Gallery Pl-Chinatown,Midday,12:15 PM to 12:30 PM,4,1.0,2.65,2.385
Weekday,Thu,Cheverly,Huntington,PM Peak,5:45 PM to 6:00 PM,2,1.0,5.55,4.995
Weekday,Thu,Gallery Pl-Chinatown,Crystal City,Evening,7:30 PM to 7:45 PM,12,2.0,2.55,2.04
Weekday,Fri,East Falls Church,Farragut West,Evening,10:00 PM to 10:15 PM,3,1.0,3.4,3.06
Sunday,Sun,Cleveland Park,Gallery Pl-Chinatown,PM Peak,5:45 PM to 6:00 PM,3,1.0,2.35,2.115
Weekday,Fri,Brookland-CUA,Columbia Heights,Evening,7:15 PM to 7:30 PM,3,1.0,2.25,2.025
Weekday,Fri,Georgia Ave-Petworth,Navy Yard-Ballpark,PM Peak,5:15 PM to 5:30 PM,1,1.0,2.9,2.61
Weekday,Fri,Morgan Boulevard,Capitol Heights,Evening,11:15 PM to 11:30 PM,1,1.0,2.25,2.025
Weekday,Fri,Suitland,Branch Ave,AM Peak,9:15 AM to 9:30 AM,2,1.0,2.25,2.025
Weekday,Fri,Woodley Park-Zoo/Adams Morgan,Smithsonian,Midday,2:00 PM to 2:15 PM,4,1.0,2.25,2.025
Weekday,Fri,Waterfront,Deanwood,AM Peak,8:45 AM to 9:00 AM,1,1.0,3.15,2.835
Saturday Holiday,Mon,Mt Vernon Sq 7th St-Convention Center,Rosslyn,PM Peak,3:00 PM to 3:15 PM,3,1.0,2.3,2.07
Weekday,Mon,Prince George's Plaza,Branch Ave,PM Peak,4:15 PM to 4:30 PM,2,1.0,5.55,4.995
Weekday,Tue,Gallery Pl-Chinatown,Wiehle-Reston East,Midday,2:00 PM to 2:15 PM,2,1.0,6.0,5.4
Weekday,Mon,NoMa-Gallaudet U,McPherson Square,PM Peak,4:30 PM to 4:45 PM,3,1.0,2.25,2.025
Saturday Holiday,Mon,Ballston-MU,Clarendon,Midday,2:00 PM to 2:15 PM,1,1.0,2.25,2.025
Saturday Holiday,Mon,Van Ness-UDC,College Park-U of Md,Midday,12:00 PM to 12:15 PM,1,1.0,4.65,4.1850000000000005
Weekday,Fri,Georgia Ave-Petworth,Suitland,AM Peak,8:45 AM to 9:00 AM,1,1.0,4.35,3.9149999999999996
Weekday,Fri,Georgia Ave-Petworth,Shaw-Howard U,Midday,11:00 AM to 11:15 AM,1,1.0,2.25,2.025
Saturday,Sat,Silver Spring,Anacostia,Midday,10:15 AM to 10:30 AM,1,1.0,4.5,4.05
Weekday,Mon,Dupont Circle,Ronald Reagan Washington National Airport,AM Peak,6:15 AM to 6:30 AM,1,1.0,3.0,2.7
Weekday,Tue,Rhode Island Ave-Brentwood,Pentagon City,PM Peak,4:15 PM to 4:30 PM,2,1.0,3.2,2.88
Saturday Holiday,Mon,Farragut West,Federal Center SW,AM Peak,9:15 AM to 9:30 AM,1,1.0,2.25,2.025
Saturday Holiday,Mon,Anacostia,Spring Hill,Midday,11:45 AM to 12:00 PM,1,1.0,6.0,5.4
Weekday,Mon,Addison Road-Seat Pleasant,Addison Road-Seat Pleasant,Evening,9:00 PM to 9:15 PM,1,1.0,,
Weekday,Mon,McLean,Shaw-Howard U,PM Peak,5:15 PM to 5:30 PM,1,1.0,4.95,4.455
Weekday,Mon,Gallery Pl-Chinatown,Rosslyn,AM Peak,9:00 AM to 9:15 AM,3,1.0,2.25,2.025
Weekday,Mon,Forest Glen,Forest Glen,PM Peak,3:15 PM to 3:30 PM,2,1.0,,
Weekday,Mon,Forest Glen,Congress Heights,Evening,7:30 PM to 7:45 PM,1,1.0,5.35,4.8149999999999995
Weekday,Tue,Benning Road,Pentagon City,AM Peak,9:15 AM to 9:30 AM,1,1.0,3.65,3.285
Weekday,Tue,Addison Road-Seat Pleasant,Foggy Bottom-GWU,Midday,12:15 PM to 12:30 PM,2,1.0,4.2,3.7800000000000002
Sunday,Sun,Brookland-CUA,Deanwood,PM Peak,4:45 PM to 5:00 PM,1,1.0,3.5,3.15
Weekday,Wed,Ballston-MU,Tysons Corner,AM Peak,5:45 AM to 6:00 AM,2,1.0,3.55,3.195
Sunday,Sun,White Flint,Tenleytown-AU,Midday,1:30 PM to 1:45 PM,1,1.0,3.55,3.195
Weekday,Thu,Takoma,Branch Ave,Evening,9:45 PM to 10:00 PM,1,1.0,5.65,5.085
Weekday,Mon,Suitland,Brookland-CUA,PM Peak,5:30 PM to 5:45 PM,1,1.0,4.25,3.825
Weekday,Wed,Union Station,Shady Grove,PM Peak,3:45 PM to 4:00 PM,10,2.0,6.0,4.8
Weekday,Wed,Dupont Circle,Ballston-MU,Evening,8:15 PM to 8:30 PM,2,1.0,3.05,2.7449999999999997
Weekday,Wed,Mt Vernon Sq 7th St-Convention Center,Pentagon,Evening,8:15 PM to 8:30 PM,1,1.0,2.4,2.16
Weekday,Wed,Union Station,Rhode Island Ave-Brentwood,Evening,9:45 PM to 10:00 PM,6,1.0,2.25,2.025
Weekday,Tue,Stadium-Armory,Metro Center,PM Peak,6:45 PM to 7:00 PM,2,1.0,2.4,2.16
Weekday,Mon,Franconia-Springfield,Medical Center,AM Peak,8:15 AM to 8:30 AM,2,1.0,6.0,5.4
Weekday,Wed,Deanwood,L'Enfant Plaza,AM Peak,8:45 AM to 9:00 AM,2,1.0,3.0,2.7
