ENTSTATION,EXTSTATION,Fare
Waterfront,Archives-Navy Memorial-Penn Quarter,2.25
Waterfront,Grosvenor-Strathmore,5.0
Waterfront,Minnesota Ave,2.85
Waterfront,Braddock Road,3.35
Waterfront,East Falls Church,4.0
Waterfront,Capitol South,2.25
Waterfront,Naylor Road,2.75
Waterfront,Van Dorn Street,4.45
Waterfront,Cleveland Park,2.85
Waterfront,Court House,2.85
Waterfront,Arlington Cemetery,2.4
Waterfront,Mt Vernon Sq 7th St-Convention Center,2.25
Waterfront,Pentagon,2.25
Waterfront,Branch Ave,3.7
Waterfront,Potomac Ave,2.25
Waterfront,Union Station,2.25
Waterfront,College Park-U of Md,4.45
Waterfront,Forest Glen,4.55
Waterfront,Anacostia,2.25
Waterfront,Vienna/Fairfax-GMU,5.9
Waterfront,Largo Town Center,4.5
Waterfront,U Street/African-Amer Civil War Memorial/Cardozo,2.25
Waterfront,Glenmont,5.5
Waterfront,Franconia-Springfield,5.4
Waterfront,L'Enfant Plaza,2.25
Waterfront,Navy Yard-Ballpark,2.25
Waterfront,Clarendon,3.0
Waterfront,Greenbelt,5.15
Waterfront,NoMa-Gallaudet U,2.25
Waterfront,McLean,5.15
Waterfront,Woodley Park-Zoo/Adams Morgan,2.65
Waterfront,Shaw-Howard U,2.25
Waterfront,Federal Triangle,2.25
Waterfront,Tysons Corner,5.3
Waterfront,Federal Center SW,2.25
Waterfront,New Carrollton,4.4
Waterfront,Friendship Heights,3.6
Waterfront,Huntington,3.85
Waterfront,King St-Old Town,3.5
Waterfront,Crystal City,2.35
Waterfront,White Flint,5.4
Waterfront,Takoma,3.7
Waterfront,Smithsonian,2.25
Waterfront,Bethesda,4.05
Waterfront,Shady Grove,6.0
Waterfront,Prince George's Plaza,3.9
Waterfront,Dunn Loring-Merrifield,5.2
Waterfront,Judiciary Square,2.25
Waterfront,Stadium-Armory,2.25
Waterfront,Gallery Pl-Chinatown,2.25
Waterfront,Brookland-CUA,2.8
Waterfront,Eastern Market,2.25
Waterfront,Van Ness-UDC,3.05
Waterfront,Capitol Heights,3.4
Waterfront,Rockville,6.0
Waterfront,Greensboro,5.5
Waterfront,Rhode Island Ave-Brentwood,2.55
Waterfront,Fort Totten,3.2
Waterfront,West Falls Church-VT/UVA,4.55
Waterfront,Columbia Heights,2.55
Waterfront,Suitland,3.2
Waterfront,Eisenhower Avenue,3.7
Waterfront,Foggy Bottom-GWU,2.25
Waterfront,Ballston-MU,3.3
Waterfront,Pentagon City,2.3
Waterfront,Metro Center,2.25
Waterfront,Morgan Boulevard,4.15
Waterfront,Wheaton,5.0
Waterfront,Virginia Square-GMU,3.1
Waterfront,Addison Road-Seat Pleasant,3.7
Waterfront,Tenleytown-AU,3.35
Waterfront,Deanwood,3.15
Waterfront,Medical Center,4.35
Waterfront,Georgia Ave-Petworth,2.8
Waterfront,Dupont Circle,2.25
Waterfront,McPherson Square,2.25
Waterfront,Landover,4.0
Waterfront,Spring Hill,5.7
Waterfront,Ronald Reagan Washington National Airport,2.45
Waterfront,Benning Road,3.0
Waterfront,Farragut West,2.25
Waterfront,Twinbrook,5.7
Waterfront,Wiehle-Reston East,6.0
Waterfront,Cheverly,3.5
Grosvenor-Strathmore,Silver Spring,4.95
Grosvenor-Strathmore,Rosslyn,4.8
Grosvenor-Strathmore,Farragut North,4.3
Grosvenor-Strathmore,Southern Avenue,6.0
Grosvenor-Strathmore,West Hyattsville,5.35
Grosvenor-Strathmore,Congress Heights,5.8
Grosvenor-Strathmore,Archives-Navy Memorial-Penn Quarter,4.65
Grosvenor-Strathmore,Waterfront,5.0
Grosvenor-Strathmore,Minnesota Ave,5.7
Grosvenor-Strathmore,Braddock Road,6.0
Grosvenor-Strathmore,East Falls Church,5.65
Grosvenor-Strathmore,Capitol South,4.95
Grosvenor-Strathmore,Naylor Road,6.0
Grosvenor-Strathmore,Van Dorn Street,6.0
Grosvenor-Strathmore,Cleveland Park,3.6
Grosvenor-Strathmore,Court House,5.0
Grosvenor-Strathmore,Arlington Cemetery,5.05
Grosvenor-Strathmore,Mt Vernon Sq 7th St-Convention Center,4.55
Grosvenor-Strathmore,Pentagon,5.2
Grosvenor-Strathmore,Branch Ave,6.0
Grosvenor-Strathmore,Potomac Ave,5.25
Grosvenor-Strathmore,Union Station,4.75
Grosvenor-Strathmore,College Park-U of Md,6.0
Grosvenor-Strathmore,Forest Glen,5.0
Grosvenor-Strathmore,Anacostia,5.45
Grosvenor-Strathmore,Vienna/Fairfax-GMU,6.0
Grosvenor-Strathmore,Largo Town Center,6.0
Grosvenor-Strathmore,U Street/African-Amer Civil War Memorial/Cardozo,4.55
Grosvenor-Strathmore,Glenmont,5.5
Grosvenor-Strathmore,Franconia-Springfield,6.0
Grosvenor-Strathmore,L'Enfant Plaza,4.8
Grosvenor-Strathmore,Navy Yard-Ballpark,5.1
Grosvenor-Strathmore,Clarendon,5.1
Grosvenor-Strathmore,Greenbelt,6.0
Grosvenor-Strathmore,NoMa-Gallaudet U,4.8
Grosvenor-Strathmore,McLean,6.0
Grosvenor-Strathmore,Woodley Park-Zoo/Adams Morgan,3.8
Grosvenor-Strathmore,Shaw-Howard U,4.55
Grosvenor-Strathmore,Federal Triangle,4.55
Grosvenor-Strathmore,Tysons Corner,6.0
Grosvenor-Strathmore,Federal Center SW,4.85
Grosvenor-Strathmore,New Carrollton,6.0
Grosvenor-Strathmore,Friendship Heights,2.9
Grosvenor-Strathmore,Huntington,6.0
Grosvenor-Strathmore,King St-Old Town,6.0
Grosvenor-Strathmore,Crystal City,5.5
Grosvenor-Strathmore,White Flint,2.25
Grosvenor-Strathmore,Takoma,4.9
Grosvenor-Strathmore,Smithsonian,4.65
Grosvenor-Strathmore,Bethesda,2.35
Grosvenor-Strathmore,Shady Grove,3.55
Grosvenor-Strathmore,Prince George's Plaza,5.55
Grosvenor-Strathmore,Dunn Loring-Merrifield,6.0
Grosvenor-Strathmore,Judiciary Square,4.65
Grosvenor-Strathmore,Stadium-Armory,5.35
Grosvenor-Strathmore,Gallery Pl-Chinatown,4.55
Grosvenor-Strathmore,Brookland-CUA,4.9
Grosvenor-Strathmore,Eastern Market,5.1
Grosvenor-Strathmore,Van Ness-UDC,3.4
Grosvenor-Strathmore,Capitol Heights,6.0
Grosvenor-Strathmore,Rockville,2.7
Grosvenor-Strathmore,Greensboro,6.0
Grosvenor-Strathmore,Rhode Island Ave-Brentwood,4.85
Grosvenor-Strathmore,Fort Totten,4.9
Grosvenor-Strathmore,West Falls Church-VT/UVA,5.9
Grosvenor-Strathmore,Columbia Heights,4.6
Grosvenor-Strathmore,Suitland,6.0
Grosvenor-Strathmore,Eisenhower Avenue,6.0
Grosvenor-Strathmore,Foggy Bottom-GWU,4.6
Grosvenor-Strathmore,Ballston-MU,5.3
Grosvenor-Strathmore,Pentagon City,5.35
Grosvenor-Strathmore,Metro Center,4.5
Grosvenor-Strathmore,Morgan Boulevard,6.0
Grosvenor-Strathmore,Wheaton,5.15
Grosvenor-Strathmore,Virginia Square-GMU,5.2
Grosvenor-Strathmore,Addison Road-Seat Pleasant,6.0
Grosvenor-Strathmore,Tenleytown-AU,3.15
Grosvenor-Strathmore,Deanwood,5.8
Grosvenor-Strathmore,Medical Center,2.25
Grosvenor-Strathmore,Georgia Ave-Petworth,4.65
Grosvenor-Strathmore,Dupont Circle,4.15
Grosvenor-Strathmore,McPherson Square,4.5
Grosvenor-Strathmore,Landover,6.0
Grosvenor-Strathmore,Spring Hill,6.0
Grosvenor-Strathmore,Ronald Reagan Washington National Airport,5.65
Grosvenor-Strathmore,Benning Road,5.85
Grosvenor-Strathmore,Farragut West,4.55
Grosvenor-Strathmore,Twinbrook,2.25
Grosvenor-Strathmore,Wiehle-Reston East,6.0
Grosvenor-Strathmore,Cheverly,6.0
Minnesota Ave,Silver Spring,4.65
Minnesota Ave,Rosslyn,3.7
Minnesota Ave,Farragut North,3.2
Minnesota Ave,Southern Avenue,3.55
Minnesota Ave,West Hyattsville,3.9
Minnesota Ave,Congress Heights,3.4
Minnesota Ave,Archives-Navy Memorial-Penn Quarter,2.8
Minnesota Ave,Waterfront,2.85
Minnesota Ave,Grosvenor-Strathmore,5.7
Minnesota Ave,Braddock Road,4.45
Minnesota Ave,East Falls Church,5.15
Minnesota Ave,Capitol South,2.45
Minnesota Ave,Naylor Road,3.55
Minnesota Ave,Van Dorn Street,5.6
Minnesota Ave,Cleveland Park,3.75
Minnesota Ave,Court House,4.0
Minnesota Ave,Arlington Cemetery,3.65
Minnesota Ave,Mt Vernon Sq 7th St-Convention Center,2.95
Minnesota Ave,Pentagon,3.4
Minnesota Ave,Branch Ave,4.3
Minnesota Ave,Potomac Ave,2.25
Minnesota Ave,Union Station,2.9
Minnesota Ave,College Park-U of Md,4.6
Minnesota Ave,Forest Glen,5.15
Minnesota Ave,Anacostia,3.05
Minnesota Ave,Vienna/Fairfax-GMU,6.0
Minnesota Ave,Largo Town Center,3.75
Minnesota Ave,U Street/African-Amer Civil War Memorial/Cardozo,3.2
Minnesota Ave,Glenmont,6.0
Minnesota Ave,Franconia-Springfield,6.0
Minnesota Ave,L'Enfant Plaza,2.75
Minnesota Ave,Navy Yard-Ballpark,2.85
Minnesota Ave,Clarendon,4.15
Minnesota Ave,Greenbelt,5.3
Minnesota Ave,NoMa-Gallaudet U,3.0
Minnesota Ave,McLean,6.0
Minnesota Ave,Woodley Park-Zoo/Adams Morgan,3.6
Minnesota Ave,Shaw-Howard U,3.05
Minnesota Ave,Federal Triangle,2.9
Minnesota Ave,Tysons Corner,6.0
Minnesota Ave,Federal Center SW,2.65
Minnesota Ave,New Carrollton,3.0
Minnesota Ave,Friendship Heights,4.4
Minnesota Ave,Huntington,4.95
Minnesota Ave,King St-Old Town,4.6
Minnesota Ave,Crystal City,3.65
Minnesota Ave,White Flint,6.0
Minnesota Ave,Takoma,4.25
Minnesota Ave,Smithsonian,2.85
Minnesota Ave,Bethesda,4.85
Minnesota Ave,Shady Grove,6.0
Minnesota Ave,Prince George's Plaza,4.15
Minnesota Ave,Dunn Loring-Merrifield,6.0
Minnesota Ave,Judiciary Square,2.9
Minnesota Ave,Stadium-Armory,2.25
Minnesota Ave,Gallery Pl-Chinatown,2.85
Minnesota Ave,Brookland-CUA,3.35
Minnesota Ave,Eastern Market,2.3
Minnesota Ave,Van Ness-UDC,3.9
Minnesota Ave,Capitol Heights,2.6
Minnesota Ave,Rockville,6.0
Minnesota Ave,Greensboro,6.0
Minnesota Ave,Rhode Island Ave-Brentwood,3.15
Minnesota Ave,Fort Totten,3.7
Minnesota Ave,West Falls Church-VT/UVA,5.65
Minnesota Ave,Columbia Heights,3.4
Minnesota Ave,Suitland,3.85
Minnesota Ave,Eisenhower Avenue,4.8
Minnesota Ave,Foggy Bottom-GWU,3.35
Minnesota Ave,Ballston-MU,4.45
Minnesota Ave,Pentagon City,3.55
Minnesota Ave,Metro Center,2.95
Minnesota Ave,Morgan Boulevard,3.35
Minnesota Ave,Wheaton,5.6
Minnesota Ave,Virginia Square-GMU,4.3
Minnesota Ave,Addison Road-Seat Pleasant,2.9
Minnesota Ave,Tenleytown-AU,4.2
Minnesota Ave,Deanwood,2.25
Minnesota Ave,Medical Center,5.1
Minnesota Ave,Georgia Ave-Petworth,3.5
Minnesota Ave,Dupont Circle,3.3
Minnesota Ave,McPherson Square,3.1
Minnesota Ave,Landover,2.55
Minnesota Ave,Spring Hill,6.0
Minnesota Ave,Ronald Reagan Washington National Airport,3.7
Minnesota Ave,Benning Road,2.25
Minnesota Ave,Farragut West,3.2
Minnesota Ave,Twinbrook,6.0
Minnesota Ave,Wiehle-Reston East,6.0
Minnesota Ave,Cheverly,2.25
Braddock Road,Silver Spring,5.65
Braddock Road,Rosslyn,3.35
Braddock Road,Farragut North,3.7
Braddock Road,Southern Avenue,3.9
Braddock Road,West Hyattsville,5.2
Braddock Road,Congress Heights,3.7
Braddock Road,Archives-Navy Memorial-Penn Quarter,3.45
Braddock Road,Waterfront,3.35
Braddock Road,Grosvenor-Strathmore,6.0
Braddock Road,Minnesota Ave,4.45
Braddock Road,East Falls Church,4.35
Braddock Road,Capitol South,3.5
Braddock Road,Naylor Road,4.3
Braddock Road,Van Dorn Street,2.7
Braddock Road,Cleveland Park,4.4
Braddock Road,Court House,3.5
Braddock Road,Arlington Cemetery,3.1
Braddock Road,Mt Vernon Sq 7th St-Convention Center,3.7
Braddock Road,Pentagon,2.7
Braddock Road,Branch Ave,5.0
Braddock Road,Potomac Ave,3.7
Braddock Road,Union Station,3.75
Braddock Road,College Park-U of Md,6.0
Braddock Road,Forest Glen,6.0
Braddock Road,Anacostia,3.6
Braddock Road,Vienna/Fairfax-GMU,6.0
Braddock Road,Largo Town Center,5.9
Braddock Road,U Street/African-Amer Civil War Memorial/Cardozo,3.95
Braddock Road,Glenmont,6.0
Braddock Road,Franconia-Springfield,3.65
Braddock Road,L'Enfant Plaza,3.3
Braddock Road,Navy Yard-Ballpark,3.45
Braddock Road,Clarendon,3.55
Braddock Road,Greenbelt,6.0
Braddock Road,NoMa-Gallaudet U,3.9
Braddock Road,McLean,5.6
Braddock Road,Woodley Park-Zoo/Adams Morgan,4.2
Braddock Road,Shaw-Howard U,3.85
Braddock Road,Federal Triangle,3.5
Braddock Road,Tysons Corner,5.7
Braddock Road,Federal Center SW,3.35
Braddock Road,New Carrollton,5.95
Braddock Road,Friendship Heights,5.0
Braddock Road,Huntington,2.25
Braddock Road,King St-Old Town,2.25
Braddock Road,Crystal City,2.35
Braddock Road,White Flint,6.0
Braddock Road,Takoma,5.3
Braddock Road,Smithsonian,3.4
Braddock Road,Bethesda,5.5
Braddock Road,Shady Grove,6.0
Braddock Road,Prince George's Plaza,5.55
Braddock Road,Dunn Loring-Merrifield,5.45
Braddock Road,Judiciary Square,3.6
Braddock Road,Stadium-Armory,3.9
Braddock Road,Gallery Pl-Chinatown,3.55
Braddock Road,Brookland-CUA,4.45
Braddock Road,Eastern Market,3.6
Braddock Road,Van Ness-UDC,4.55
Braddock Road,Capitol Heights,4.85
Braddock Road,Rockville,6.0
Braddock Road,Greensboro,5.9
Braddock Road,Rhode Island Ave-Brentwood,4.25
Braddock Road,Fort Totten,4.8
Braddock Road,West Falls Church-VT/UVA,4.95
Braddock Road,Columbia Heights,4.15
Braddock Road,Suitland,4.65
Braddock Road,Eisenhower Avenue,2.25
Braddock Road,Foggy Bottom-GWU,3.6
Braddock Road,Ballston-MU,3.75
Braddock Road,Pentagon City,2.5
Braddock Road,Metro Center,3.55
Braddock Road,Morgan Boulevard,5.55
Braddock Road,Wheaton,6.0
Braddock Road,Virginia Square-GMU,3.6
Braddock Road,Addison Road-Seat Pleasant,5.1
Braddock Road,Tenleytown-AU,4.8
Braddock Road,Deanwood,4.7
Braddock Road,Medical Center,5.8
Braddock Road,Georgia Ave-Petworth,4.4
Braddock Road,Dupont Circle,3.85
Braddock Road,McPherson Square,3.65
Braddock Road,Landover,5.55
Braddock Road,Spring Hill,6.0
Braddock Road,Ronald Reagan Washington National Airport,2.25
Braddock Road,Benning Road,4.5
Braddock Road,Farragut West,3.7
Braddock Road,Twinbrook,6.0
Braddock Road,Wiehle-Reston East,6.0
Braddock Road,Cheverly,5.0
East Falls Church,Silver Spring,5.3
East Falls Church,Rosslyn,2.85
East Falls Church,Farragut North,3.65
East Falls Church,Southern Avenue,5.0
East Falls Church,West Hyattsville,5.25
East Falls Church,Congress Heights,4.75
East Falls Church,Archives-Navy Memorial-Penn Quarter,3.75
East Falls Church,Waterfront,4.0
East Falls Church,Grosvenor-Strathmore,5.65
East Falls Church,Minnesota Ave,5.15
East Falls Church,Braddock Road,4.35
East Falls Church,Capitol South,4.1
East Falls Church,Naylor Road,5.3
East Falls Church,Van Dorn Street,4.8
East Falls Church,Cleveland Park,4.0
East Falls Church,Court House,2.55
East Falls Church,Arlington Cemetery,3.1
East Falls Church,Mt Vernon Sq 7th St-Convention Center,3.8
East Falls Church,Pentagon,3.4
East Falls Church,Branch Ave,6.0
East Falls Church,Potomac Ave,4.4
East Falls Church,Union Station,4.0
East Falls Church,College Park-U of Md,6.0
East Falls Church,Forest Glen,5.65
East Falls Church,Anacostia,4.45
East Falls Church,Vienna/Fairfax-GMU,3.4
East Falls Church,Largo Town Center,6.0
East Falls Church,U Street/African-Amer Civil War Memorial/Cardozo,3.95
East Falls Church,Glenmont,6.0
East Falls Church,Franconia-Springfield,5.6
East Falls Church,L'Enfant Plaza,3.85
East Falls Church,Navy Yard-Ballpark,4.2
East Falls Church,Clarendon,2.4
East Falls Church,Greenbelt,6.0
East Falls Church,NoMa-Gallaudet U,4.1
East Falls Church,McLean,2.65
East Falls Church,Woodley Park-Zoo/Adams Morgan,3.9
East Falls Church,Shaw-Howard U,3.9
East Falls Church,Federal Triangle,3.65
East Falls Church,Tysons Corner,2.85
East Falls Church,Federal Center SW,3.95
East Falls Church,New Carrollton,6.0
East Falls Church,Friendship Heights,4.35
East Falls Church,Huntington,4.65
East Falls Church,King St-Old Town,4.45
East Falls Church,Crystal City,3.65
East Falls Church,White Flint,6.0
East Falls Church,Takoma,5.05
East Falls Church,Smithsonian,3.7
East Falls Church,Bethesda,4.8
East Falls Church,Shady Grove,6.0
East Falls Church,Prince George's Plaza,5.6
East Falls Church,Dunn Loring-Merrifield,2.6
East Falls Church,Judiciary Square,3.8
East Falls Church,Stadium-Armory,4.6
East Falls Church,Gallery Pl-Chinatown,3.7
East Falls Church,Brookland-CUA,4.55
East Falls Church,Eastern Market,4.25
East Falls Church,Van Ness-UDC,4.1
East Falls Church,Capitol Heights,5.65
East Falls Church,Rockville,6.0
East Falls Church,Greensboro,3.05
East Falls Church,Rhode Island Ave-Brentwood,4.35
East Falls Church,Fort Totten,4.75
East Falls Church,West Falls Church-VT/UVA,2.25
East Falls Church,Columbia Heights,4.05
East Falls Church,Suitland,5.7
East Falls Church,Eisenhower Avenue,4.55
East Falls Church,Foggy Bottom-GWU,3.25
East Falls Church,Ballston-MU,2.25
East Falls Church,Pentagon City,3.45
East Falls Church,Metro Center,3.65
East Falls Church,Morgan Boulevard,6.0
East Falls Church,Wheaton,6.0
East Falls Church,Virginia Square-GMU,2.25
East Falls Church,Addison Road-Seat Pleasant,5.95
East Falls Church,Tenleytown-AU,4.2
East Falls Church,Deanwood,5.35
East Falls Church,Medical Center,5.05
East Falls Church,Georgia Ave-Petworth,4.3
East Falls Church,Dupont Circle,3.7
East Falls Church,McPherson Square,3.55
East Falls Church,Landover,6.0
East Falls Church,Spring Hill,3.25
East Falls Church,Ronald Reagan Washington National Airport,3.75
East Falls Church,Benning Road,5.25
East Falls Church,Farragut West,3.4
East Falls Church,Twinbrook,6.0
East Falls Church,Wiehle-Reston East,4.85
East Falls Church,Cheverly,5.7
Capitol South,Silver Spring,4.05
Capitol South,Rosslyn,2.65
Capitol South,Farragut North,2.25
Capitol South,Southern Avenue,2.8
Capitol South,West Hyattsville,3.5
Capitol South,Congress Heights,2.5
Capitol South,Archives-Navy Memorial-Penn Quarter,2.25
Capitol South,Waterfront,2.25
Capitol South,Grosvenor-Strathmore,4.95
Capitol South,Minnesota Ave,2.45
Capitol South,Braddock Road,3.5
Capitol South,East Falls Church,4.1
Capitol South,Naylor Road,3.0
Capitol South,Van Dorn Street,4.6
Capitol South,Cleveland Park,2.85
Capitol South,Court House,2.95
Capitol South,Arlington Cemetery,2.5
Capitol South,Mt Vernon Sq 7th St-Convention Center,2.25
Capitol South,Pentagon,2.25
Capitol South,Branch Ave,3.9
Capitol South,Potomac Ave,2.25
Capitol South,Union Station,2.25
Capitol South,College Park-U of Md,4.3
Capitol South,Forest Glen,4.5
Capitol South,Anacostia,2.25
Capitol South,Vienna/Fairfax-GMU,6.0
Capitol South,Largo Town Center,4.15
Capitol South,U Street/African-Amer Civil War Memorial/Cardozo,2.25
Capitol South,Glenmont,5.45
Capitol South,Franconia-Springfield,5.55
Capitol South,L'Enfant Plaza,2.25
Capitol South,Navy Yard-Ballpark,2.25
Capitol South,Clarendon,3.1
Capitol South,Greenbelt,5.0
Capitol South,NoMa-Gallaudet U,2.25
Capitol South,McLean,5.25
Capitol South,Woodley Park-Zoo/Adams Morgan,2.65
Capitol South,Shaw-Howard U,2.25
Capitol South,Federal Triangle,2.25
Capitol South,Tysons Corner,5.4
Capitol South,Federal Center SW,2.25
Capitol South,New Carrollton,4.05
Capitol South,Friendship Heights,3.6
Capitol South,Huntington,4.0
Capitol South,King St-Old Town,3.65
Capitol South,Crystal City,2.5
Capitol South,White Flint,5.35
Capitol South,Takoma,3.65
Capitol South,Smithsonian,2.25
Capitol South,Bethesda,4.05
Capitol South,Shady Grove,6.0
Capitol South,Prince George's Plaza,3.8
Capitol South,Dunn Loring-Merrifield,5.3
Capitol South,Judiciary Square,2.25
Capitol South,Stadium-Armory,2.25
Capitol South,Gallery Pl-Chinatown,2.25
Capitol South,Brookland-CUA,2.7
Capitol South,Eastern Market,2.25
Capitol South,Van Ness-UDC,3.05
Capitol South,Capitol Heights,3.05
Capitol South,Rockville,6.0
Capitol South,Greensboro,5.6
Capitol South,Rhode Island Ave-Brentwood,2.45
Capitol South,Fort Totten,3.1
Capitol South,West Falls Church-VT/UVA,4.65
Capitol South,Columbia Heights,2.5
Capitol South,Suitland,3.4
Capitol South,Eisenhower Avenue,3.85
Capitol South,Foggy Bottom-GWU,2.25
Capitol South,Ballston-MU,3.4
Capitol South,Pentagon City,2.45
Capitol South,Metro Center,2.25
Capitol South,Morgan Boulevard,3.8
Capitol South,Wheaton,4.95
Capitol South,Virginia Square-GMU,3.25
Capitol South,Addison Road-Seat Pleasant,3.35
Capitol South,Tenleytown-AU,3.35
Capitol South,Deanwood,2.75
Capitol South,Medical Center,4.35
Capitol South,Georgia Ave-Petworth,2.7
Capitol South,Dupont Circle,2.25
Capitol South,McPherson Square,2.25
Capitol South,Landover,3.65
Capitol South,Spring Hill,5.8
Capitol South,Ronald Reagan Washington National Airport,2.6
Capitol South,Benning Road,2.6
Capitol South,Farragut West,2.25
Capitol South,Twinbrook,5.7
Capitol South,Wiehle-Reston East,6.0
Capitol South,Cheverly,3.1
Naylor Road,Silver Spring,5.25
Naylor Road,Rosslyn,3.95
Naylor Road,Farragut North,3.5
Naylor Road,Southern Avenue,2.25
Naylor Road,West Hyattsville,4.55
Naylor Road,Congress Heights,2.25
Naylor Road,Archives-Navy Memorial-Penn Quarter,3.1
Naylor Road,Waterfront,2.75
Naylor Road,Grosvenor-Strathmore,6.0
Naylor Road,Minnesota Ave,3.55
Naylor Road,Braddock Road,4.3
Naylor Road,East Falls Church,5.3
